BV_ID,hole_id,test,comp_no,process_phase,grind_P97,Fe3O4_pct_SATMAGAN,Fe_pct_XRF,SiO2_pct_XRF,Al2O3_pct_XRF,TiO2_pct_XRF,Mn_pct_XRF,CaO_pct_XRF,P_pct_XRF,S_pct_XRF,MgO_pct_XRF,K2O_pct_XRF,Na2O_pct_XRF,Zn_pct_XRF,As_pct_XRF,Cl_pct_XRF,C_pct_XRF,Pb_pct_XRF,Ba_pct_XRF,V_pct_XRF,Cr_pct_XRF,Ni_pct_XRF,Co_pct_XRF,Sn_pct_XRF,Zr_pct_XRF,Sr_pct_XRF,LOI371_pct,LOI650_pct,LOI1000_pct,LOI_total_pct,project,Cu_pct_XRF,FeO_titration
47420102,NSRD0798,BBWi,14,NA,NA,32.98,31.97,42.55,1.725,0.078,0.284,1.934,0.131,0.097,2,0.825,0.118,0.004,0,0.005,NA,0.002,0.005,0.002,0.015,0.007,0.001,0,0.004,0.011,0.37,2.39,1.33,4.09,4742,0.003,18.9
47420103,NSRD0798,BBWi,15,NA,NA,29.82,32.03,40.52,2.106,0.095,0.293,2.127,0.1,0.126,2.29,0.981,0.132,0.004,0,0.004,NA,0.001,0.004,0.002,0.017,0.007,0,0,0.004,0.011,0.47,2.94,1.73,5.14,4742,0.001,19.5
47420104,NSRD0798,BBWi,16,NA,NA,26.66,31.89,40.72,2.195,0.104,0.259,1.84,0.094,0.117,2.32,0.848,0.145,0.004,0,0.003,NA,0,0.006,0.002,0.02,0.008,0,0,0.003,0.011,0.6,3.36,1.44,5.4,4742,0.003,21
47420105,NSRD0799,BBWi,4,NA,NA,26.55,30.16,41.88,3.277,0.141,0.416,1.42,0.102,0.117,2.38,1.537,0.197,0.005,0,0.001,NA,0.002,0.031,0.003,0.037,0.013,0.001,0.001,0.005,0.013,0.24,3.9,0.88,5.02,4742,0.002,16
47420106,NSRD0799,BBWi,7,NA,NA,31.93,30.7,40.62,3.114,0.139,0.457,1.51,0.094,0.084,2.64,1.463,0.214,0.005,0,0.001,NA,0.002,0.031,0.004,0.037,0.011,0.001,0,0.005,0.013,0.11,4.21,0.98,5.3,4742,0.003,17.4
47420107,NSRD0799,BBWi,8,NA,NA,35.93,32.3,39.82,2.535,0.109,0.484,1.477,0.119,0.083,2.32,1.323,0.183,0.004,0,0.001,NA,0.002,0.027,0.003,0.028,0.01,0,0,0.004,0.012,0.09,3.94,0.7,4.73,4742,0.002,17.9
47420108,NSRD0799,BBWi,9,NA,NA,35.09,32.34,39.25,2.471,0.111,0.489,1.55,0.113,0.094,2.54,1.233,0.228,0.004,0,0.002,NA,0.003,0.024,0.003,0.029,0.008,0.001,0,0.005,0.013,0.12,4.05,0.9,5.07,4742,0.003,17.7
47420109,NSRD0799,BBWi,11,NA,NA,28.76,31.07,40.92,3.119,0.139,0.422,1.123,0.066,0.328,2.59,1.047,0.155,0.005,0,0.004,NA,0.002,0.025,0.003,0.029,0.011,0.001,0.001,0.005,0.012,0.12,4.62,0.63,5.37,4742,0.002,18.4
47420110,NSRD0799,BBWi,15,NA,NA,25.92,29.34,41.55,3.843,0.185,0.406,1.497,0.112,0.118,2.76,1.228,0.081,0.005,0,0.003,NA,0.002,0.046,0.006,0.043,0.013,0.002,0,0.005,0.011,0.2,4.71,0.9,5.81,4742,0.004,19.7
47420111,NSRD0799,BBWi,18,NA,NA,17.17,25.1,43.74,5.583,0.25,0.366,1.112,0.101,0.312,3.07,2.604,0.109,0.007,0.001,0.005,NA,0.002,0.052,0.007,0.051,0.017,0.002,0,0.007,0.013,0.28,5.48,0.78,6.54,4742,0.005,18.8
47420112,NSRD0799,BBWi,19,NA,NA,34.46,31.68,40.54,2.603,0.118,0.463,1.636,0.106,0.064,2.3,1.236,0.053,0.004,0,0.005,NA,0.003,0.027,0.003,0.024,0.006,0.001,0,0.005,0.012,0.12,3.93,0.91,4.96,4742,0.002,18.8
47420113,NSRD0799,BBWi,20,NA,NA,33.09,30.93,41.02,3.206,0.133,0.438,1.277,0.075,0.083,2.63,1.547,0.168,0.005,0,0.003,NA,0.002,0.03,0.003,0.029,0.009,0.001,0.001,0.006,0.011,0.13,3.79,0.74,4.66,4742,0.004,17.5
47420114,NSRD0800,BBWi,7,NA,NA,12.32,22.76,45.86,6.464,0.296,0.369,0.923,0.073,0.355,3.24,2.598,0.083,0.008,0.001,0.003,NA,0.002,0.064,0.008,0.066,0.02,0.002,0.001,0.008,0.01,0.31,5.62,0.85,6.78,4742,0.005,18.6
47420115,NSRD0800,BBWi,9,NA,NA,29.82,29.78,41.67,3.554,0.154,0.439,1.398,0.078,0.135,2.51,1.708,0.093,0.005,0,0.004,NA,0.001,0.039,0.004,0.031,0.01,0.001,0,0.006,0.011,0.15,4.22,0.88,5.25,4742,0.003,18.3
47420116,NSRD0800,BBWi,10,NA,NA,30.87,30.28,41.14,3.076,0.131,0.462,1.754,0.076,0.09,2.47,1.642,0.241,0.005,0,0.004,NA,0.003,0.03,0.003,0.029,0.009,0.001,0,0.005,0.014,0.13,3.67,1.36,5.16,4742,0.002,16.8
47420117,NSRD0800,BBWi,12,NA,NA,35.93,33.74,39.31,1.28,0.058,0.546,1.565,0.104,0.028,2.31,0.652,0.108,0.002,0.001,0.005,NA,0.001,0.01,0,0.014,0.004,0,0,0.003,0.012,0.09,4.2,0.98,5.27,4742,0.002,17.6
47420118,NSRD0800,BBWi,13,NA,NA,35.2,32.29,39.51,2.389,0.105,0.528,1.496,0.107,0.085,2.41,1.363,0.176,0.004,0,0.002,NA,0.002,0.027,0.002,0.025,0.009,0.001,0.001,0.005,0.012,0.11,4,0.86,4.97,4742,0.002,17.5
47420119,NSRD0800,BBWi,14,NA,NA,36.78,32.45,40.15,2.442,0.107,0.438,1.486,0.096,0.12,2.27,1.341,0.164,0.029,0,0.002,NA,0.004,0.021,0.003,0.026,0.01,0.001,0,0.004,0.014,0.09,3.74,0.75,4.58,4742,0.006,17.3
47420120,NSRD0800,BBWi,16,NA,NA,32.88,32.28,40.15,2.008,0.087,0.4,1.54,0.094,0.068,2.22,0.726,0.155,0.005,0,0,NA,0.001,0.012,0.002,0.022,0.005,0,0,0.004,0.011,0.05,5.06,0.84,5.95,4742,0.002,19.9
47420121,NSRD0800,BBWi,17,NA,NA,24.34,28.1,43.43,3.463,0.146,0.284,1.783,0.124,0.241,2.66,1.33,0.079,0.005,0,0.005,NA,0.003,0.022,0.003,0.036,0.013,0.001,0,0.005,0.012,0.23,4.46,1.21,5.9,4742,0.004,18.1
47420122,NSRD0800,BBWi,18,NA,NA,28.66,29.93,42.05,2.377,0.101,0.291,2.026,0.133,0.109,2.4,0.857,0.075,0.005,0,0.001,NA,0.002,0.012,0.003,0.025,0.009,0,0,0.005,0.011,0.18,4.88,1.33,6.39,4742,0.002,19.2
47420123,NSRD0801,BBWi,9,NA,NA,25.5,28.92,43.46,2.153,0.085,0.288,2.112,0.111,0.182,2.64,0.643,0.133,0.005,0,0.005,NA,0.002,0.007,0.002,0.02,0.006,0,0,0.004,0.011,0.25,4.54,1.7,6.49,4742,0.003,18.3
47420271,GVRD0267,BBWi,10,NA,NA,24.88,33.39,34.85,1.637,0.073,0.649,0.595,0.12,0.288,2.55,0.194,0.009,0.04,0,0.003,NA,0.003,0,0.003,0,0.016,0.005,0,0.003,0,0.1,10.66,0.16,10.92,4742,0,26.2
47420272,GVRD0267,BBWi,11,NA,NA,30.06,35.11,33.5,1.248,0.05,0.65,0.893,0.139,0.075,2.44,0.17,0.011,0.01,0,0.002,NA,0.003,0,0,0,0.01,0.002,0,0.002,0,0.07,10.08,-0.14,10.01,4742,0,26.1
47420273,GVRD0267,BBWi,12,NA,NA,37.06,34.91,38.06,0.894,0.04,0.575,1.216,0.087,0.075,2.13,0.167,0.012,0.02,0,0.004,NA,0.002,0.001,0.002,0,0.009,0.003,0,0.002,0.001,0.01,5.84,0.47,6.32,4742,0,21
47420274,GVRD0267,BBWi,13,NA,NA,38.79,35.87,37.52,1.507,0.066,0.602,0.642,0.122,0.069,1.85,0.413,0.011,0.015,0,0.008,NA,0.003,0,0.001,0,0.011,0.004,0,0.002,0,-0.03,5.58,-0.34,5.21,4742,0,21.1
47420275,GVRD0267,BBWi,14,NA,NA,34.8,35.24,36.81,1.528,0.065,0.541,0.746,0.146,0.114,2.18,0.166,0.01,0.01,0.002,0.004,NA,0.003,0.002,0.001,0,0.013,0.005,0,0.003,0,0,7.06,-0.28,6.78,4742,0,23.4
47420276,GVRD0268,BBWi,10,NA,NA,36.2,34.67,37.53,1.358,0.056,0.593,1.67,0.107,0.101,2.21,0.079,0.009,0.01,0,0,NA,0.003,0,0.001,0,0.01,0.004,0,0.003,0.001,0.04,5.05,0.96,6.05,4742,0,20.5
47420277,GVRD0268,BBWi,11,NA,NA,40.51,37.32,35.67,1.151,0.051,0.584,1.261,0.129,0.062,1.96,0.188,0.012,0.009,0,0.006,NA,0.002,0,0.002,0,0.009,0.004,0,0.002,0,0.02,4.82,0.3,5.14,4742,0,20.7
47420278,GVRD0268,BBWi,12,NA,NA,37.17,36.43,37.35,1.112,0.045,0.659,0.728,0.105,0.067,1.81,0.327,0.011,0.016,0,0.008,NA,0.002,0.001,0.002,0,0.009,0.003,0,0.002,0,0.02,5.39,-0.13,5.28,4742,0,19.8
47420279,GVRD0268,BBWi,13,NA,NA,39.44,35.5,38.47,0.973,0.042,0.548,1.267,0.088,0.042,1.97,0.115,0.011,0.006,0,0.009,NA,0.002,0.001,0.002,0,0.009,0.002,0,0.002,0,0.01,4.91,0.5,5.42,4742,0,20.3
47420280,GVRD0268,BBWi,14,NA,NA,22.08,31.48,38.21,2.425,0.104,0.478,0.647,0.094,0.167,2.83,0.022,0.01,0.009,0.002,0,NA,0.003,0,0.001,0,0.018,0.007,0,0.003,0,0.1,9.43,-0.03,9.5,4742,0,24.5
47420281,GVRD0268,BBWi,15,NA,NA,36.42,35.45,37.91,1.766,0.078,0.534,0.565,0.131,0.092,1.98,0.189,0.01,0.018,0.002,0.006,NA,0.003,0.001,0.003,0,0.015,0.005,0,0.002,0,0.03,5.92,-0.4,5.55,4742,0,22.4
47420282,GVRD0269,BBWi,8,NA,NA,33.94,33.83,38.93,1.872,0.083,0.565,0.668,0.122,0.197,2.19,0.27,0.01,0.019,0.002,0.002,NA,0.003,0.002,0.001,0,0.016,0.005,0,0.003,0,0.07,6.04,-0.12,5.99,4742,0,21.9
47420165,NSRD0796,SMC,8,NA,NA,27.57,37.13,33.54,1.187,0.052,0.613,0.726,0.097,0.029,1.72,0.481,0.237,0.002,0.002,0,NA,0,0.006,0.002,0.009,0.005,0.001,0.001,0.002,0.008,0.05,7.71,0.28,8.04,4742,0.001,23.1
47420166,NSRD0796,SMC,9,NA,NA,18.34,36.2,28.24,1.245,0.053,0.612,0.694,0.088,0.017,2.23,0.54,0.12,0.002,0.001,0,NA,0,0.009,0,0.008,0.005,0.001,0,0.002,0.007,0.11,13.86,0.08,14.05,4742,0,29.9
47420167,NSRD0796,SMC,10,NA,NA,16.01,34.48,30.58,0.996,0.043,0.59,0.72,0.088,0.002,2.42,0.453,0.157,0.001,0.001,0,NA,0,0.005,0,0.007,0.004,0.001,0.001,0.002,0.009,0.17,14.16,0.06,14.39,4742,0,29.1
47420168,NSRD0796,SMC,11,NA,NA,14.42,33.55,30.2,1.074,0.046,0.555,0.767,0.086,0.008,2.34,0.424,0.023,0.002,0,0.002,NA,0,0.016,0,0.006,0.004,0.001,0.001,0.002,0.008,0.25,16,0.06,16.31,4742,0,33.6
47420169,NSRD0796,SMC,12,NA,NA,22.91,33.46,34.58,1.368,0.06,0.559,0.97,0.107,0.036,2.45,0.367,0.03,0.002,0,0,NA,0,0.016,0.001,0.009,0.005,0.001,0,0.003,0.008,0.17,10.86,0.13,11.16,4742,0,28
47420170,NSRD0796,SMC,13,NA,NA,27.47,35.02,33.94,1.523,0.068,0.507,0.995,0.084,0.042,2.9,0.128,0.049,0.003,0,0,NA,0,0.007,0.001,0.01,0.005,0,0,0.002,0.007,0.2,8.93,0.21,9.34,4742,0,26.7
47420171,NSRD0796,SMC,14,NA,NA,10.51,31.02,34.29,1.345,0.058,0.545,0.61,0.103,0.04,2.5,0.181,0.06,0.002,0,0,NA,0,0.008,0,0.009,0.005,0.001,0,0.002,0.007,0.38,14.87,0.39,15.64,4742,0,33.3
47420172,NSRD0796,SMC,15,NA,NA,12.37,30.99,34.49,2.308,0.104,0.458,1.028,0.106,0.126,3.24,0.38,0.151,0.003,0.001,0,NA,0,0.013,0.002,0.016,0.008,0.001,0.001,0.003,0.008,0.57,11.77,0.6,12.94,4742,0.001,31
47420173,NSRD0796,SMC,16,NA,NA,10.79,30.77,34.11,2.292,0.103,0.483,0.81,0.106,0.149,2.85,0.171,0.058,0.002,0.002,0,NA,0,0.005,0.002,0.015,0.007,0.001,0,0.002,0.006,0.36,13.57,0.61,14.54,4742,0.001,32.5
47420174,NSRD0797,SMC,5,NA,NA,40.43,36.53,37.78,0.967,0.043,0.554,1.182,0.094,0.021,2.41,0.454,0.049,0.002,0,0,NA,0.001,0.013,0.001,0.007,0.004,0.001,0,0.002,0.007,0.05,3.4,0.44,3.89,4742,0.001,20.3
47420175,NSRD0797,SMC,6,NA,NA,39.13,35.46,38.9,0.92,0.044,0.63,1.445,0.087,0.022,2.36,0.551,0.056,0.002,0,0,NA,0,0.009,0.001,0.007,0.004,0.001,0,0.002,0.009,0.07,3.12,0.82,4.01,4742,0,19.4
47420176,NSRD0797,SMC,7,NA,NA,40.15,37.57,36.15,1.054,0.052,0.61,0.908,0.084,0.026,2.58,0.445,0.086,0.002,0,0,NA,0,0.011,0.001,0.009,0.005,0,0,0.002,0.007,0.15,3.8,0.11,4.06,4742,0.001,21.7
47420177,NSRD0797,SMC,10,NA,NA,42.02,37.83,35.39,1.096,0.05,0.617,1.233,0.096,0.024,2.56,0.711,0.084,0.002,0,0,NA,0.001,0.015,0.001,0.008,0.005,0.001,0,0.003,0.009,0.04,3.09,0.48,3.61,4742,0.001,19.7
47420178,NSRD0797,SMC,11,NA,NA,39.5,35.89,37.73,1.124,0.054,0.527,1.806,0.112,0.106,2.36,0.508,0.055,0.002,0,0,NA,0,0.01,0.001,0.01,0.005,0.001,0,0.002,0.008,0,2.78,1.08,3.86,4742,0.001,19.3
47420179,NSRD0797,SMC,12,NA,NA,40.06,36.34,37.28,1.339,0.057,0.502,1.518,0.093,0.046,2.43,0.64,0.058,0.003,0,0.001,NA,0,0.015,0.002,0.01,0.005,0.001,0,0.002,0.008,0.04,2.93,0.84,3.81,4742,0.001,20.4
47420180,NSRD0797,SMC,15,NA,NA,33.25,36.38,34.67,1.293,0.059,0.602,1.391,0.118,0.084,2.55,0.335,0.096,0.003,0,0,NA,0,0.01,0.001,0.009,0.005,0,0,0.002,0.008,0.27,5.71,0.54,6.52,4742,0,24.8
47420181,NSRD0798,SMC,11,NA,NA,14.79,29.86,38.52,2.947,0.135,0.34,1.837,0.094,0.134,2.7,0.872,0.22,0.005,0,0,NA,0.001,0.012,0.003,0.025,0.01,0.001,0,0.004,0.009,0.81,6.85,1.34,9,4742,0.001,29.7
47420182,NSRD0798,SMC,12,NA,NA,16.94,29.59,41.45,2.565,0.115,0.294,1.475,0.089,0.148,2.43,0.704,0.193,0.004,0,0,NA,0,0.01,0.003,0.021,0.009,0.001,0,0.003,0.008,0.68,6.28,0.96,7.92,4742,0.001,25.5
47420183,NSRD0798,SMC,13,NA,NA,30.74,33.55,39.21,1.915,0.093,0.32,2.118,0.11,0.122,2.22,0.807,0.141,0.004,0,0.004,NA,0.001,0.011,0.003,0.015,0.007,0.001,0,0.004,0.01,0.41,2.6,1.59,4.6,4742,0.002,21.9
47420184,NSRD0798,SMC,14,NA,NA,33.35,34.79,38.59,1.68,0.076,0.314,1.776,0.122,0.087,2.03,0.885,0.139,0.003,0,0,NA,0,0.008,0.002,0.013,0.006,0.001,0,0.003,0.008,0.33,2.85,1.08,4.26,4742,0.002,21.7
47420185,NSRD0798,SMC,15,NA,NA,29.52,33.55,38.55,1.879,0.089,0.297,2.174,0.123,0.139,2.24,0.87,0.166,0.004,0,0,NA,0.001,0.009,0.003,0.016,0.007,0.001,0,0.003,0.01,0.47,3.06,1.63,5.16,4742,0.002,22.7
47420186,NSRD0798,SMC,16,NA,NA,26.54,33.47,39.19,1.993,0.097,0.261,1.471,0.089,0.141,2.23,0.779,0.189,0.003,0,0,NA,0,0.011,0.003,0.017,0.007,0.001,0.001,0.003,0.009,0.6,3.87,0.9,5.37,4742,0.001,24.4
47420187,NSRD0799,SMC,4,NA,NA,26.35,31.68,40.81,2.869,0.13,0.423,1.059,0.092,0.079,2.35,1.293,0.247,0.004,0,0,NA,0.001,0.03,0.004,0.031,0.01,0.001,0.001,0.005,0.01,0.12,4.32,0.46,4.9,4742,0.002,17.3
47420188,NSRD0799,SMC,7,NA,NA,28.87,30.56,40.8,2.908,0.128,0.464,1.722,0.11,0.075,2.61,1.415,0.238,0.004,0,0,NA,0.001,0.033,0.003,0.03,0.01,0.001,0.001,0.004,0.01,0.08,4.24,1.17,5.49,4742,0.001,18.5
47420189,NSRD0799,SMC,8,NA,NA,32.04,32.68,38.88,2.547,0.121,0.499,1.401,0.095,0.082,2.51,1.336,0.243,0.004,0,0,NA,0,0.03,0.003,0.026,0.009,0.001,0,0.004,0.01,0.07,4.31,0.73,5.11,4742,0.002,19.1
47420190,NSRD0799,SMC,9,NA,NA,31.95,32.79,38.95,2.503,0.116,0.472,1.339,0.122,0.09,2.64,1.214,0.229,0.004,0,0,NA,0.001,0.028,0.004,0.026,0.009,0.001,0.002,0.004,0.009,0.07,4.23,0.58,4.88,4742,0.002,19
47420191,NSRD0799,SMC,11,NA,NA,26.73,30.93,41.27,2.967,0.132,0.43,1.118,0.072,0.136,2.64,0.948,0.173,0.003,0,0,NA,0.001,0.025,0.004,0.025,0.009,0.001,0,0.004,0.009,0.09,4.86,0.56,5.51,4742,0.001,19.6
47420192,NSRD0799,SMC,15,NA,NA,22.63,28.49,41.69,3.513,0.167,0.423,1.804,0.195,0.112,2.9,1.041,0.117,0.004,0,0,NA,0,0.044,0.005,0.04,0.012,0.001,0.001,0.005,0.01,0.25,5.2,1,6.45,4742,0.002,21.1
47420193,NSRD0799,SMC,18,NA,NA,15.17,24.36,44.72,5.451,0.24,0.386,1.018,0.114,0.255,3.09,2.711,0.138,0.006,0,0,NA,0.002,0.056,0.007,0.045,0.017,0.002,0.001,0.007,0.01,0.34,6.03,0.59,6.96,4742,0.003,20.5
47420194,NSRD0799,SMC,19,NA,NA,32.41,33.07,39.4,2.465,0.115,0.475,1.327,0.063,0.042,2.37,1.1,0.061,0.003,0,0.001,NA,0.001,0.029,0.003,0.021,0.008,0.001,0,0.004,0.009,0.14,3.89,0.63,4.66,4742,0.001,19.6
47420195,NSRD0799,SMC,20,NA,NA,31.39,31.77,40.88,2.662,0.119,0.466,1.253,0.062,0.077,2.53,1.253,0.168,0.003,0,0,NA,0.001,0.03,0.003,0.023,0.008,0.001,0,0.004,0.01,0.09,4.01,0.72,4.82,4742,0.002,19
47420196,NSRD0800,SMC,7,NA,NA,14.98,25.04,44.17,5.536,0.265,0.399,0.754,0.043,0.314,3.08,2.212,0.102,0.006,0,0,NA,0.002,0.062,0.008,0.057,0.018,0.002,0.002,0.008,0.008,0.28,6.16,0.59,7.03,4742,0.003,21.4
47420197,NSRD0800,SMC,9,NA,NA,27.47,30.46,41.63,2.812,0.131,0.463,1.548,0.089,0.062,2.48,1.274,0.077,0.003,0,0,NA,0.002,0.032,0.004,0.023,0.009,0.002,0,0.005,0.011,0.15,4.49,0.98,5.62,4742,0.002,19.6
47420198,NSRD0800,SMC,10,NA,NA,30.27,31.3,40.76,2.671,0.122,0.466,1.556,0.089,0.07,2.44,1.418,0.269,0.003,0,0,NA,0.002,0.03,0.004,0.024,0.008,0.001,0.002,0.004,0.01,0.09,3.95,1.03,5.07,4742,0.002,19.6
47420199,NSRD0800,SMC,12,NA,NA,26.35,35.86,37.95,1.287,0.061,0.519,1.041,0.08,0.044,2.18,0.677,0.159,0.002,0,0,NA,0.001,0.015,0.002,0.012,0.005,0.001,0,0.003,0.009,0.01,4.03,0.32,4.36,4742,0.001,18.7
47420200,NSRD0800,SMC,13,NA,NA,32.51,33.19,38.77,2.696,0.126,0.502,1.109,0.088,0.083,2.47,1.61,0.195,0.003,0,0,NA,0,0.032,0.003,0.026,0.01,0.002,0,0.004,0.009,0.08,4.11,0.42,4.61,4742,0.002,18.6
47420201,NSRD0800,SMC,14,NA,NA,31.58,32.59,40.34,2.203,0.101,0.455,1.322,0.081,0.058,2.29,1.198,0.202,0.003,0.004,0,NA,0.001,0.022,0.003,0.022,0.009,0.001,0,0.004,0.009,0.05,4.07,0.72,4.84,4742,0.003,17.6
47420202,NSRD0800,SMC,16,NA,NA,32.69,34.8,37.22,1.73,0.074,0.427,1.333,0.09,0.032,2.22,0.605,0.064,0.002,0,0,NA,0.001,0.013,0.002,0.017,0.006,0.001,0,0.002,0.009,0.09,5.47,0.57,6.13,4742,0.001,21.5
47420203,NSRD0800,SMC,17,NA,NA,20.48,26.56,43.48,3.623,0.144,0.304,2.071,0.143,0.355,2.89,1.546,0.106,0.004,0,0,NA,0.001,0.028,0.004,0.032,0.014,0.001,0,0.004,0.01,0.27,4.85,1.44,6.56,4742,0.002,19.8
47420204,NSRD0800,SMC,18,NA,NA,28.87,32.62,38.45,2.215,0.093,0.31,1.841,0.147,0.122,2.48,0.768,0.11,0.003,0,0,NA,0.001,0.014,0.002,0.021,0.009,0.001,0,0.004,0.009,0.19,5.33,0.96,6.48,4742,0.001,22
47420205,NSRD0801,SMC,9,NA,NA,25.98,31.22,40.07,2.211,0.088,0.261,2.022,0.128,0.16,2.76,0.666,0.165,0.002,0,0.004,NA,0,0.01,0.002,0.018,0.008,0.001,0,0.004,0.008,0.35,4.58,1.36,6.29,4742,0.001,21.6
47420295,GVRD0267,SMC,10,NA,NA,24.39,33.68,34.09,1.571,0.069,0.692,0.58,0.119,0.189,2.64,0.221,0.019,0.003,0,0,NA,0.002,0.009,0.001,0.016,0.006,0.001,0,0.003,0.009,0.11,11.52,0.02,11.65,4742,0.001,27.5
47420296,GVRD0267,SMC,11,NA,NA,31.83,33.37,38.44,1.063,0.048,0.594,0.872,0.095,0.057,2.22,0.163,0.018,0.002,0,0,NA,0,0.005,0,0.01,0.004,0.001,0,0.002,0.009,0.07,8.17,0.04,8.28,4742,0.001,23.8
47420297,GVRD0267,SMC,12,NA,NA,41.2,36.91,36.19,0.807,0.037,0.541,1.242,0.121,0.05,1.97,0.167,0.015,0.002,0,0,NA,0.002,0.008,0.001,0.009,0.003,0.001,0,0.002,0.01,-0.01,5.63,0.34,5.96,4742,0.001,21.9
47420298,GVRD0267,SMC,13,NA,NA,36.89,34.06,40.33,0.89,0.036,0.57,1.334,0.101,0.029,2.02,0.117,0.015,0.002,0,0.001,NA,0.012,0.004,0,0.008,0.004,0.002,0,0.003,0.01,0,5.14,0.62,5.76,4742,0.003,20.3
47420299,GVRD0267,SMC,14,NA,NA,24.07,30.41,42.38,1.467,0.063,0.5,0.641,0.064,0.098,2.4,0.009,0.016,0.002,0,0,NA,0.001,0.003,0.001,0.013,0.005,0.002,0,0.003,0.009,0.12,8.96,-0.06,9.02,4742,0.002,24.2
47420300,GVRD0268,SMC,10,NA,NA,33.44,33.61,38.77,1.197,0.051,0.636,1.446,0.111,0.112,2.26,0.089,0.007,0.002,0,0,NA,0,0.006,0.002,0.008,0.004,0,0,0.003,0.009,-0.01,6.04,0.74,6.77,4742,0.001,21.3
47420301,GVRD0268,SMC,11,NA,NA,39.59,36.96,35.48,1.132,0.048,0.663,1.083,0.132,0.049,2.06,0.235,0.013,0.002,0,0,NA,0,0.008,0.002,0.008,0.004,0.001,0,0.002,0.008,0.01,5.56,0.14,5.71,4742,0.001,21.2
47420302,GVRD0268,SMC,12,NA,NA,36.68,36.07,38.2,0.975,0.038,0.662,0.835,0.149,0.074,1.78,0.299,0.016,0.002,0,0.001,NA,0.002,0.008,0.001,0.007,0.004,0.001,0,0.002,0.01,0.05,5.28,-0.11,5.22,4742,0.002,19.9
47420303,GVRD0268,SMC,13,NA,NA,36.89,35.13,38.27,1.51,0.067,0.615,0.638,0.12,0.07,1.93,0.395,0.033,0.003,0,0.004,NA,0.001,0.012,0.002,0.011,0.005,0.002,0,0.002,0.007,0.04,5.79,-0.25,5.58,4742,0.002,21.3
47420304,GVRD0268,SMC,14,NA,NA,29.35,33.42,36.78,1.765,0.074,0.561,0.619,0.135,0.154,2.55,0.135,0.008,0.002,0,0,NA,0.001,0.005,0.002,0.014,0.006,0,0,0.002,0.007,0.12,8.79,-0.18,8.73,4742,0.002,25.1
47420305,GVRD0268,SMC,15,NA,NA,38.4,36.18,37.16,1.55,0.069,0.551,0.525,0.109,0.081,1.92,0.179,0.007,0.003,0,0,NA,0,0.004,0.002,0.012,0.005,0.001,0,0.003,0.007,0.05,6.05,-0.42,5.68,4742,0.001,23.2
47420306,GVRD0269,SMC,8,NA,NA,30.32,32.88,39.81,1.884,0.082,0.593,0.527,0.108,0.14,2.33,0.194,0.01,0.004,0,0.001,NA,0.004,0.004,0.003,0.016,0.008,0.001,0,0.004,0.007,0.1,7.19,-0.22,7.07,4742,0.001,23.4
